1;03.01.2022;-50;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
2;03.01.2022;-470;Versicherungen;Demo-Verwendungszweck;37;9;1;1;01.04.2025
3;03.01.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
4;04.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
5;04.01.2022;-50;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
6;05.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
7;06.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
8;07.01.2022;-30;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
9;10.01.2022;-30;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
10;10.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
11;10.01.2022;-30;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
12;11.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
13;11.01.2022;-40;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
14;12.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
15;12.01.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
16;13.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
17;14.01.2022;-1080;Vermieter;Demo-Verwendungszweck;22;5;1;1;01.04.2025
18;17.01.2022;-50;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
19;17.01.2022;-80;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
20;17.01.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
21;17.01.2022;-20;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
22;18.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
23;18.01.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
24;18.01.2022;-50;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
25;19.01.2022;-40;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
26;20.01.2022;-50;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
27;20.01.2022;-70;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
28;21.01.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
29;21.01.2022;-70;Strom;Demo-Verwendungszweck;23;5;1;1;01.04.2025
30;24.01.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
31;24.01.2022;-100;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
32;24.01.2022;-240;Steuern;Demo-Verwendungszweck;35;8;1;1;01.04.2025
33;24.01.2022;-20;Kredite & Finanzierung;Demo-Verwendungszweck;38;9;1;1;01.04.2025
34;25.01.2022;-30;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
35;25.01.2022;-30;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
36;25.01.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
37;25.01.2022;-40;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
38;26.01.2022;-500;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
39;26.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
40;26.01.2022;-60;Apollo / Fielmann / etc.;Demo-Verwendungszweck;13;4;1;1;01.04.2025
41;26.01.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
42;27.01.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
43;27.01.2022;3800;Max Mustermann;Demo-Verwendungszweck;2;2;1;1;01.04.2025
44;30.01.2022;-30;Zalando / H&M / etc.;Demo-Verwendungszweck;7;4;1;1;01.04.2025
45;31.01.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
46;31.01.2022;-30;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
47;31.01.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
48;01.02.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
49;01.02.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
50;01.02.2022;-30;Versicherungen;Demo-Verwendungszweck;37;9;1;1;01.04.2025
51;02.02.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
52;02.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
53;03.02.2022;-90;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
54;03.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
55;04.02.2022;100;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
56;04.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
57;07.02.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
58;08.02.2022;-30;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
59;09.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
60;09.02.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
61;10.02.2022;-290;Zalando / H&M / etc.;Demo-Verwendungszweck;7;4;1;1;01.04.2025
62;10.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
63;11.02.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
64;11.02.2022;-630;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
65;12.02.2022;-10;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
66;14.02.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
67;14.02.2022;-10;Bankgebühren;Demo-Verwendungszweck;36;9;1;1;01.04.2025
68;14.02.2022;-10;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
69;14.02.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
70;14.02.2022;-20;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
71;14.02.2022;-10;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
72;14.02.2022;300;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
73;14.02.2022;-1080;Vermieter;Demo-Verwendungszweck;22;5;1;1;01.04.2025
74;15.02.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
75;15.02.2022;-30;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
76;15.02.2022;-20;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
77;17.02.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
78;17.02.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
79;18.02.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
80;18.02.2022;20;Versicherungen;Demo-Verwendungszweck;37;9;1;1;01.04.2025
81;21.02.2022;-20;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
82;21.02.2022;-40;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
83;21.02.2022;-30;Steam / etc.;Demo-Verwendungszweck;21;6;1;1;01.04.2025
84;21.02.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
85;21.02.2022;-30;Ikea / Roller / etc.;Demo-Verwendungszweck;25;5;1;1;01.04.2025
86;21.02.2022;-20;Kredite & Finanzierung;Demo-Verwendungszweck;38;9;1;1;01.04.2025
87;21.02.2022;-70;Strom;Demo-Verwendungszweck;23;5;1;1;01.04.2025
88;22.02.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
89;22.02.2022;130;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
90;22.02.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
91;22.02.2022;-10;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
92;22.02.2022;-10;Amts- & Verwaltungsgebühren;Demo-Verwendungszweck;33;8;1;1;01.04.2025
93;22.02.2022;-40;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
94;23.02.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
95;24.02.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
96;24.02.2022;3800;Max Mustermann;Demo-Verwendungszweck;2;2;1;1;01.04.2025
97;28.02.2022;-20;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
98;01.03.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
99;01.03.2022;-30;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
100;01.03.2022;-40;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
101;02.03.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
102;02.03.2022;-50;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
103;02.03.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
104;03.03.2022;-130;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
105;03.03.2022;-20;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
106;04.03.2022;-100;Zalando / H&M / etc.;Demo-Verwendungszweck;7;4;1;1;01.04.2025
107;04.03.2022;-10;Parkgebühren;Demo-Verwendungszweck;29;7;1;1;01.04.2025
108;04.03.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
109;07.03.2022;80;Zalando / H&M / etc.;Demo-Verwendungszweck;7;4;1;1;01.04.2025
110;07.03.2022;-40;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
111;07.03.2022;-70;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
112;08.03.2022;200;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
113;08.03.2022;-190;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
114;08.03.2022;-30;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
115;08.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
116;08.03.2022;-150;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
117;08.03.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
118;09.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
119;09.03.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
120;10.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
121;10.03.2022;300;Flüge / Hotels / etc.;Demo-Verwendungszweck;19;6;1;1;01.04.2025
122;12.03.2022;-20;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
123;13.03.2022;50;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
124;13.03.2022;80;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
125;14.03.2022;-50;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
126;14.03.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
127;14.03.2022;-10;Bankgebühren;Demo-Verwendungszweck;36;9;1;1;01.04.2025
128;14.03.2022;-1080;Vermieter;Demo-Verwendungszweck;22;5;1;1;01.04.2025
129;15.03.2022;-90;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
130;15.03.2022;-60;Rundfunkbeitrag;Demo-Verwendungszweck;34;8;1;1;01.04.2025
131;15.03.2022;-20;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
132;18.03.2022;-10;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
133;18.03.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
134;20.03.2022;-10;Steam / etc.;Demo-Verwendungszweck;21;6;1;1;01.04.2025
135;21.03.2022;-30;Müll;Demo-Verwendungszweck;24;5;1;1;01.04.2025
136;21.03.2022;-40;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
137;21.03.2022;-30;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
138;21.03.2022;-40;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
139;21.03.2022;-20;Kredite & Finanzierung;Demo-Verwendungszweck;38;9;1;1;01.04.2025
140;21.03.2022;-70;Strom;Demo-Verwendungszweck;23;5;1;1;01.04.2025
141;22.03.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
142;22.03.2022;-10;Studium / Ausbildung / etc.;Demo-Verwendungszweck;12;4;1;1;01.04.2025
143;22.03.2022;-10;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
144;22.03.2022;-80;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
145;22.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
146;23.03.2022;-20;Studium / Ausbildung / etc.;Demo-Verwendungszweck;12;4;1;1;01.04.2025
147;23.03.2022;-50;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
148;23.03.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
149;23.03.2022;-40;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
150;24.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
151;25.03.2022;3800;Max Mustermann;Demo-Verwendungszweck;2;2;1;1;01.04.2025
152;26.03.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
153;26.03.2022;-10;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
154;27.03.2022;-10;Studium / Ausbildung / etc.;Demo-Verwendungszweck;12;4;1;1;01.04.2025
155;28.03.2022;-130;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
156;28.03.2022;130;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
157;28.03.2022;-20;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
158;30.03.2022;-20;Werkstatt & Inspektion;Demo-Verwendungszweck;30;7;1;1;01.04.2025
159;30.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
160;30.03.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
161;30.03.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
162;31.03.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
163;01.04.2022;-50;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
164;01.04.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
165;02.04.2022;-80;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
166;02.04.2022;-1480;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
167;05.04.2022;-20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
168;05.04.2022;-40;Apollo / Fielmann / etc.;Demo-Verwendungszweck;13;4;1;1;01.04.2025
169;05.04.2022;-30;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
170;06.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
171;06.04.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
172;06.04.2022;140;Bankgebühren;Demo-Verwendungszweck;36;9;1;1;01.04.2025
173;06.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
174;06.04.2022;-30;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
175;08.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
176;08.04.2022;450;Finanzamt;Demo-Verwendungszweck;4;3;1;1;01.04.2025
177;09.04.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
178;11.04.2022;100;Sonstige Einnahmen;Demo-Verwendungszweck;5;3;1;1;01.04.2025
179;12.04.2022;-20;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
180;13.04.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
181;14.04.2022;-10;Bankgebühren;Demo-Verwendungszweck;36;9;1;1;01.04.2025
182;14.04.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
183;14.04.2022;-10;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
184;14.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
185;14.04.2022;-20;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
186;14.04.2022;-1080;Vermieter;Demo-Verwendungszweck;22;5;1;1;01.04.2025
187;14.04.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
188;16.04.2022;-50;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
189;17.04.2022;-50;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
190;19.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
191;19.04.2022;30;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
192;19.04.2022;20;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
193;20.04.2022;-50;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
194;20.04.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
195;20.04.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
196;21.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
197;21.04.2022;-70;Strom;Demo-Verwendungszweck;23;5;1;1;01.04.2025
198;21.04.2022;-60;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
199;23.04.2022;-10;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
200;25.04.2022;20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
201;25.04.2022;-50;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
202;25.04.2022;-20;Kredite & Finanzierung;Demo-Verwendungszweck;38;9;1;1;01.04.2025
203;26.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
204;26.04.2022;-40;Telekom / Vodafone / o2 / etc.;Demo-Verwendungszweck;10;4;1;1;01.04.2025
205;28.04.2022;-10;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
206;28.04.2022;-20;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
207;28.04.2022;-10;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
208;28.04.2022;-100;Sonstiges;Demo-Verwendungszweck;14;6;1;1;01.04.2025
209;28.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
210;28.04.2022;3800;Max Mustermann;Demo-Verwendungszweck;2;2;1;1;01.04.2025
211;29.04.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
212;30.04.2022;-60;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
213;02.05.2022;-10;Apple Music / Netflix / etc.;Demo-Verwendungszweck;17;6;1;1;01.04.2025
214;02.05.2022;-20;Versicherungen;Demo-Verwendungszweck;37;9;1;1;01.04.2025
215;02.05.2022;-20;Fitnessstudtio;Demo-Verwendungszweck;18;6;1;1;01.04.2025
216;03.05.2022;-30;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
217;03.05.2022;-20;Laptop / PC / etc.;Demo-Verwendungszweck;20;6;1;1;01.04.2025
218;03.05.2022;-20;Ikea / Roller / etc.;Demo-Verwendungszweck;25;5;1;1;01.04.2025
219;03.05.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
220;04.05.2022;-40;Zalando / H&M / etc.;Demo-Verwendungszweck;7;4;1;1;01.04.2025
221;04.05.2022;-60;ARAL / JET / etc.;Demo-Verwendungszweck;27;7;1;1;01.04.2025
222;04.05.2022;-10;Ikea / Roller / etc.;Demo-Verwendungszweck;25;5;1;1;01.04.2025
223;05.05.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
224;05.05.2022;-60;Steam / etc.;Demo-Verwendungszweck;21;6;1;1;01.04.2025
225;06.05.2022;-20;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
226;09.05.2022;-30;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
227;09.05.2022;-30;DM / Rossmann / etc.;Demo-Verwendungszweck;8;4;1;1;01.04.2025
228;09.05.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
229;09.05.2022;-50;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
230;09.05.2022;-60;Sonstiges;Demo-Verwendungszweck;16;6;1;1;01.04.2025
231;09.05.2022;-100;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
232;10.05.2022;-10;Sonstiges;Demo-Verwendungszweck;15;6;1;1;01.04.2025
233;10.05.2022;-40;Edeka / Rewe / Aldi / etc.;Demo-Verwendungszweck;6;4;1;1;01.04.2025
234;11.05.2022;-80;Müll;Demo-Verwendungszweck;24;5;1;1;01.04.2025
235;12.05.2022;40;Apotheke;Demo-Verwendungszweck;9;4;1;1;01.04.2025
